feature,Correlation_1,Mutual Information_1,Permutation Importance_1,Tree-Based Importance_1,weight_1,Correlation_2,Mutual Information_2,Permutation Importance_2,Tree-Based Importance_2,weight_2,Correlation_4,Mutual Information_4,Permutation Importance_4,Tree-Based Importance_4,weight_4,Correlation_8,Mutual Information_8,Permutation Importance_8,Tree-Based Importance_8,weight_8,weighted_Correlation,weighted_Mutual Information,weighted_Permutation Importance,weighted_Tree-Based Importance
59,0.0059693813490893,0.3689158674863515,0.0024983983768746,0.0064140759436206,0.1,0.0285306676844725,0.5012430611697161,0.0045223828542364,0.0068273919200504,0.15,0.0037569940631555,0.2631456567133075,0.0084677265502818,0.0081487429177886,0.5,-0.00724959843559,0.3586591350588017,0.0060513167416262,0.0071057628186728,0.25,0.004942635710260055,0.3333156580454467,0.006674889726370369,0.007516328545932121
60,0.0109338067035085,0.5318865652546205,-0.0056027790827278,0.0063267355260413,0.1,0.0043802587247212,0.4766526175103278,-0.0045832322735754,0.0066075657773815,0.15,0.0192923244214319,0.4294661840440117,0.0038360543772242,0.0076330158564663,0.5,-0.00724959843559,0.3586545436801813,0.0025535749363488,0.0070931584760468,0.25,0.00958418208087748,0.4290832770940624,0.00130865817339021,0.007213605966456205
61,0.0355377771078175,0.5151196702817193,0.0032885977279758,0.0058657341336871,0.1,0.0057309799349175,0.4944827038722295,0.0026445358534585,0.0065181699820555,0.15,0.0192382483595288,0.4335635931033286,0.0169006742177437,0.007622837842202,0.5,0.0126786013417717,0.4613007087394294,0.3239784386179057,0.0066666450793303,0.25,0.0172021992162267,0.457791346345528,0.09017048691416463,0.00704237910161061
62,0.0109338067035085,0.5318046073741196,0.0053304289487815,0.0056433085872099,0.1,0.0188940702899768,0.3792724390235498,0.0034441648895798,0.0062344652056233,0.15,0.006099574356281,0.2419623945931253,0.001233607017308,0.0075552014241603,0.5,-0.0053013369002885,0.3628447192969011,0.0111854073028459,0.0065195938856714,0.25,0.005651944166915746,0.32176370371173235,0.004462822962680595,0.006906999823062485
63,0.0356837373151312,0.5225744441532649,0.0098861550471214,0.0055527279088203,0.1,0.0042017544134052,0.3781702236692403,0.0055245470159712,0.0061161344119682,0.15,0.0191873479767679,0.4363585709119935,0.0003852671723896,0.0072163745956672,0.5,0.0127778131676267,0.4673424936912793,0.0353499801506149,0.006504153881509,0.25,0.016986764173814527,0.4439978868445291,0.010847426180956344,0.00670691872088811
64,0.0355928318727291,0.5022603166185711,0.0020618319433511,0.0053431393104982,0.1,0.0282953424900517,0.4885282920501899,0.0010698645926129,0.006085963996981,0.15,0.019704197756951,0.4235999248970028,0.0043007128901121,0.0069174662448704,0.5,0.0126360944429497,0.4693629402718287,0.0642342971286689,0.006427848758823,0.25,0.02081470704999359,0.4526459729858442,0.01857559361045032,0.006512903842737921
65,0.0355791747183504,0.5206825429214357,0.0017186582830177,0.0050449849832119,0.1,0.0042017544134052,0.3781705870439076,-0.0034421260991361,0.0060808260679703,0.15,0.0088890228937151,0.33862283011862,-0.001436742861942,0.0063070825377724,0.5,0.012785336024811,0.4672700203958246,0.0073054038126807,0.0062555499597202,0.25,0.01182902608690612,0.3949227625069959,0.0007635264356305302,0.006134051167332984
66,0.0059693813490893,0.3689158674863515,0.0022317426504264,0.0050154384166593,0.1,0.0188940702899768,0.3792724375693281,0.0020435270152589,0.0060698141904289,0.15,0.0194412844920147,0.4195494809925897,0.0020834786884781,0.0062562534792593,0.5,-0.0053013369002885,0.3628435422927065,0.0025835791844759,0.0061450277332282,0.25,0.011826356699340675,0.39426807845350587,0.0022173374576895002,0.006076399643166965
67,0.0126918545293562,0.5305475351557685,0.0018615157222783,0.0048512794675119,0.1,0.0024992150002162,0.3876631045727046,-0.0004877521859509,0.0059134268226774,0.15,0.0192839413611564,0.43783267137478,0.0006672993914492,0.0059912598069532,0.5,0.0126166019148398,0.4615236850263065,0.016969545804006,0.005488432149365,0.25,0.014440188862256198,0.44550147614544916,0.004689024891061295,0.00573987991097065
68,0.0126918545293562,0.5305584800074601,-0.0016290226590879,0.0047929273533619,0.1,0.0024992150002162,0.3876576764291362,0.0014943929461278,0.0052447806277535,0.15,0.0191821089797812,0.4432433667988711,0.0109622361242499,0.0039238660667153,0.5,0.012705262344786,0.4689881137164802,0.0112444249605964,0.0048744246392286,0.25,0.01441143777905515,0.45007321129367206,0.008353480978284429,0.004446549022664015
