,Correlation,Mutual Information,Permutation Importance,Tree-Based Importance
ATR14,0.004380258724721284,0.4766566387614075,-0.001577278674521665,0.007015598093006331
open_EMA,0.028419584514590115,0.4961571803318794,-0.0020876926146197626,0.00690524473268129
EMA26,0.02853066768447251,0.5012430611697161,0.004522382854236451,0.006827391920050446
ATR14.1,0.004380258724721284,0.47665261751032784,-0.0045832322735754,0.006607565777381506
ATR.1,0.005730979934917548,0.4944827038722295,0.002644535853458585,0.006518169982055593
ATR_x_MACD_hist,0.01889407028997689,0.3792724390235498,0.0034441648895798815,0.006234465205623324
ATR14_x_MACD.1,0.004201754413405244,0.37817022366924036,0.005524547015971293,0.006116134411968272
close_roll_mean,0.02829534249005172,0.4885282920501899,0.0010698645926129568,0.006085963996981097
ATR14_x_MACD,0.004201754413405244,0.3781705870439076,-0.003442126099136167,0.006080826067970324
ATR_x_MACD_diff,0.01889407028997689,0.37927243756932816,0.0020435270152589836,0.006069814190428913
ATR_x_MACD,0.0024992150002162206,0.3876631045727046,-0.00048775218595096257,0.0059134268226774984
ATR_x_MACD.1,0.0024992150002162206,0.3876576764291362,0.0014943929461278982,0.005244780627753556
