,resolution,count,mean,std,variance,min,25%,50% (median),75%,max,skewness,kurtosis
close,16,61451.0,193.37534631006824,245.9511935904095,60491.98962854709,1.0,23.4003,89.3956,208.57585,967.4069,1.5833825726228659,1.3420535487305107
EMA26,16,61451.0,193.11728506348393,245.6563652613285,60347.04979340724,1.1939564968877554,23.37577431933508,89.46471563086813,208.4334659151267,952.4915030280416,1.5839192831500457,1.3440016203745913
close_EMA,16,61451.0,193.18028087444952,245.72837920962223,60382.43634898791,1.1920754848845674,23.386818458959215,89.46543299673664,208.444469608401,953.779108776808,1.5837701027298103,1.343411345340356
ATR14_x_MACD_hist,16,61451.0,-0.038897507215071125,8.544318258182694,73.00537449711413,-521.6367782735999,-0.045679917383153204,1.6104852875101492e-05,0.04132668432002995,278.27684193668875,-7.028682364572313,578.3600046824802
high_roll_std,16,61451.0,3.8170103288692365,19.703805301666527,388.239943365982,0.0069418714295744,0.1698686306436446,0.6970164629190276,2.6155527586722704,440.9051132010787,12.78276115089101,185.68969256975035
close_mom5,16,61451.0,0.1007843517599388,3.7059544866581158,13.734098657181418,-132.00330000000008,-0.28024999999999123,0.0150999999999998,0.4476499999999959,132.66430000000005,-0.8453673089542568,170.5686472675856
close_mom20,16,61451.0,0.4102583196367838,6.949563704949491,48.2964356891513,-117.79070000000002,-0.5849500000000027,0.0443,1.120000000000001,130.18370000000004,0.4125690810328469,30.924600829623294
close_mom10,16,61451.0,0.2027506956762298,4.971034055533498,24.71117958127382,-119.2581,-0.4178499999999943,0.0283000000000015,0.7238000000000007,135.21980000000008,0.13913432057339437,64.8551202788942
low_mom5,16,61451.0,0.0937598753478381,11.925486215136797,142.21722146741774,-793.0265,-0.34694999999999965,0.0100000000000015,0.487899999999982,803.8234,0.2939886265500925,855.5331349423215
low_roll_std,16,61451.0,3.2318089858527768,7.686642618909261,59.084474750832214,0.0074515982074145,0.17602508127193817,0.781633610678277,3.1243573697391915,181.16826859665647,8.087769920981877,118.14260966850067
EMA12,16,61451.0,193.26337748755878,245.82274997150796,60428.824403554514,1.180022121831637,23.384483560235644,89.4293408070014,208.561994096482,956.4907943376024,1.583569145641402,1.3426202844934485
open_mom10,16,61451.0,0.2038506956762298,4.9755640977970135,24.75623809128661,-121.77249999999992,-0.4199999999999733,0.028599999999999,0.7247500000000002,127.88249999999994,0.038506758999927115,62.61766090055718
low_EMA,16,61451.0,191.78267418710192,244.27775684481054,59671.62248913238,1.17526538303533,23.23435822494823,88.6915686170287,207.51478549372752,950.1007634672758,1.58533307963537,1.3440875291344199
open_roll_mean,16,61451.0,193.16319847756753,245.71224493014182,60374.50730861,1.19419,23.377315,89.38096,208.518015,956.0275800000002,1.5839819426269959,1.3447497177113696
ATR_x_Stoch14,16,61451.0,145.5614230404658,318.4460334247422,101407.87620395205,0.0,7.286422394514046,33.572692355335484,157.15184974337345,11085.58664931989,6.877481626903515,86.09227403188257
open_mom20,16,61451.0,0.4118885323265692,6.972250280066179,48.612273967882906,-113.6825,-0.5872499999999974,0.0449999999999999,1.1245500000000064,129.5625,0.48453886845238264,31.8726439233497
target,16,61451.0,0.0011658459585686199,5.1834081194746595,26.867719733035823,-844.1372,-0.11480000000000157,0.0,0.14180000000000348,553.7161,-58.22335732322239,14261.867634708671
